Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50,Volatility_20d,Price_Range,Year,Month,Month_Name,Quarter,DayOfWeek,Cum_Return
2022-05-06,EUR/USD,Forex,1.152,1.1527,1.1492,1.1511,1996096,0.2002,1.1419,1.1337,0.5853,0.0035,2022,5,May,2,Friday,6.5833
2022-05-09,EUR/USD,Forex,1.1488,1.1512,1.1414,1.1497,4754251,-0.1216,1.1425,1.1339,0.5606,0.0098,2022,5,May,2,Monday,6.4537
2022-05-10,EUR/USD,Forex,1.0898,1.0909,1.088,1.0882,2138756,-5.3492,1.1398,1.1326,1.3279,0.0029,2022,5,May,2,Tuesday,0.7593
2022-05-11,EUR/USD,Forex,1.094,1.0951,1.087,1.0937,7072995,0.5054,1.1376,1.1314,1.3377,0.0081,2022,5,May,2,Wednesday,1.2685
2022-05-12,EUR/USD,Forex,1.1038,1.1071,1.0998,1.102,2259596,0.7589,1.1351,1.1305,1.3154,0.0073,2022,5,May,2,Thursday,2.037
2022-05-13,EUR/USD,Forex,1.0955,1.101,1.0932,1.0985,2624680,-0.3176,1.1329,1.1293,1.3083,0.0078,2022,5,May,2,Friday,1.713
2022-05-16,EUR/USD,Forex,1.0895,1.0926,1.0878,1.0911,6654160,-0.6736,1.1301,1.128,1.3055,0.0048,2022,5,May,2,Monday,1.0278
2022-05-17,EUR/USD,Forex,1.0946,1.0981,1.0883,1.0957,7966222,0.4216,1.128,1.1272,1.3055,0.0098,2022,5,May,2,Tuesday,1.4537
2022-05-18,EUR/USD,Forex,1.0844,1.0866,1.0822,1.0863,6387986,-0.8579,1.1256,1.1261,1.3144,0.0044,2022,5,May,2,Wednesday,0.5833
2022-05-19,EUR/USD,Forex,1.0786,1.0789,1.0743,1.0778,7504155,-0.7825,1.1227,1.1249,1.3196,0.0046,2022,5,May,2,Thursday,-0.2037
2022-05-20,EUR/USD,Forex,1.0686,1.0728,1.0672,1.071,5603612,-0.6309,1.1192,1.1238,1.3046,0.0056,2022,5,May,2,Friday,-0.8333
2022-05-23,EUR/USD,Forex,1.0689,1.0696,1.0677,1.0684,3952408,-0.2428,1.1159,1.1226,1.3022,0.0019,2022,5,May,2,Monday,-1.0741
2022-05-24,EUR/USD,Forex,1.0599,1.0608,1.0562,1.0599,1352160,-0.7956,1.1119,1.1213,1.296,0.0046,2022,5,May,2,Tuesday,-1.8611
2022-05-25,EUR/USD,Forex,1.048,1.0484,1.0474,1.0476,3826704,-1.1605,1.1073,1.1197,1.305,0.001,2022,5,May,2,Wednesday,-3.0
2022-05-26,EUR/USD,Forex,1.042,1.0423,1.0315,1.0405,3473537,-0.6777,1.1022,1.1181,1.299,0.0108,2022,5,May,2,Thursday,-3.6574
2022-05-27,EUR/USD,Forex,1.0463,1.0487,1.0397,1.0446,4700665,0.394,1.097,1.1167,1.2919,0.009,2022,5,May,2,Friday,-3.2778
2022-05-30,EUR/USD,Forex,1.0386,1.0407,1.0333,1.0366,4125332,-0.7658,1.0919,1.115,1.292,0.0074,2022,5,May,2,Monday,-4.0185
2022-05-31,EUR/USD,Forex,1.0331,1.0377,1.0294,1.0346,3582579,-0.1929,1.0864,1.1134,1.2743,0.0083,2022,5,May,2,Tuesday,-4.2037
2022-06-01,EUR/USD,Forex,1.0455,1.0489,1.0432,1.0467,5890984,1.1695,1.0816,1.1122,1.3277,0.0057,2022,6,Jun,2,Wednesday,-3.0833
2022-06-02,EUR/USD,Forex,1.0476,1.0481,1.0425,1.0465,1910072,-0.0191,1.0765,1.111,1.3068,0.0056,2022,6,Jun,2,Thursday,-3.1019
2022-06-03,EUR/USD,Forex,1.0469,1.0506,1.0405,1.0487,4067651,0.2102,1.0714,1.1098,1.3071,0.0101,2022,6,Jun,2,Friday,-2.8981
2022-06-06,EUR/USD,Forex,1.042,1.0447,1.0395,1.0428,8076189,-0.5626,1.0661,1.1084,1.3049,0.0052,2022,6,Jun,2,Monday,-3.4444
2022-06-07,EUR/USD,Forex,1.0586,1.0629,1.052,1.0563,6041273,1.2946,1.0645,1.1071,0.7095,0.0109,2022,6,Jun,2,Tuesday,-2.1944
2022-06-08,EUR/USD,Forex,1.0524,1.0549,1.052,1.053,6099488,-0.3124,1.0624,1.1058,0.6933,0.0029,2022,6,Jun,2,Wednesday,-2.5
2022-06-09,EUR/USD,Forex,1.0496,1.054,1.0449,1.0516,3605086,-0.133,1.0599,1.1043,0.657,0.0091,2022,6,Jun,2,Thursday,-2.6296
2022-06-10,EUR/USD,Forex,1.0603,1.0662,1.0569,1.0599,13051958,0.7893,1.058,1.103,0.6949,0.0093,2022,6,Jun,2,Friday,-1.8611
2022-06-13,EUR/USD,Forex,0.9974,0.9978,0.9935,0.9952,2963179,-6.1043,1.0532,1.1004,1.4973,0.0043,2022,6,Jun,2,Monday,-7.8519
2022-06-14,EUR/USD,Forex,0.9952,0.9959,0.9941,0.9956,10786797,0.0402,1.0482,1.098,1.488,0.0018,2022,6,Jun,2,Tuesday,-7.8148
2022-06-15,EUR/USD,Forex,0.9935,0.9975,0.9869,0.9939,5539656,-0.1708,1.0436,1.0956,1.4864,0.0106,2022,6,Jun,2,Wednesday,-7.9722
2022-06-16,EUR/USD,Forex,0.9897,0.9956,0.9867,0.9924,2716366,-0.1509,1.0393,1.0931,1.4853,0.0089,2022,6,Jun,2,Thursday,-8.1111
2022-06-17,EUR/USD,Forex,0.9971,0.9989,0.989,0.9946,3198648,0.2217,1.0355,1.09,1.4906,0.0099,2022,6,Jun,2,Friday,-7.9074
2022-06-20,EUR/USD,Forex,0.9952,1.0017,0.9942,0.998,10443891,0.3418,1.032,1.0872,1.4987,0.0075,2022,6,Jun,2,Monday,-7.5926
2022-06-21,EUR/USD,Forex,0.9924,0.9989,0.9903,0.9942,4656957,-0.3808,1.0287,1.0843,1.4948,0.0086,2022,6,Jun,2,Tuesday,-7.9444
2022-06-22,EUR/USD,Forex,0.99,0.9905,0.9882,0.9896,2533566,-0.4627,1.0258,1.0813,1.4819,0.0023,2022,6,Jun,2,Wednesday,-8.3704
2022-06-23,EUR/USD,Forex,0.9833,0.991,0.9754,0.9861,2905081,-0.3537,1.023,1.078,1.479,0.0156,2022,6,Jun,2,Thursday,-8.6944
2022-06-24,EUR/USD,Forex,0.9793,0.982,0.9757,0.9778,3257037,-0.8417,1.0197,1.0747,1.4762,0.0063,2022,6,Jun,2,Friday,-9.463
2022-06-27,EUR/USD,Forex,0.9691,0.9722,0.9625,0.9686,4173027,-0.9409,1.0163,1.0711,1.4795,0.0097,2022,6,Jun,2,Monday,-10.3148
2022-06-28,EUR/USD,Forex,0.9696,0.9711,0.9694,0.9703,6954983,0.1755,1.0131,1.0678,1.4836,0.0017,2022,6,Jun,2,Tuesday,-10.1574
2022-06-29,EUR/USD,Forex,0.9771,0.9787,0.9735,0.9758,8704379,0.5668,1.0095,1.0646,1.4578,0.0052,2022,6,Jun,2,Wednesday,-9.6481
2022-06-30,EUR/USD,Forex,0.9804,0.9857,0.9794,0.981,7061019,0.5329,1.0063,1.0615,1.4694,0.0063,2022,6,Jun,2,Thursday,-9.1667
2022-07-01,EUR/USD,Forex,0.9652,0.9694,0.9601,0.967,2083155,-1.4271,1.0022,1.058,1.4843,0.0093,2022,7,Jul,3,Friday,-10.463
2022-07-04,EUR/USD,Forex,0.9671,0.9716,0.9646,0.9656,3925430,-0.1448,0.9983,1.0546,1.4848,0.007,2022,7,Jul,3,Monday,-10.5926
2022-07-05,EUR/USD,Forex,0.9595,0.9606,0.9581,0.9593,7601569,-0.6524,0.9935,1.051,1.4326,0.0025,2022,7,Jul,3,Tuesday,-11.1759
2022-07-06,EUR/USD,Forex,0.9598,0.9614,0.9574,0.9602,3017024,0.0938,0.9888,1.0474,1.4378,0.004,2022,7,Jul,3,Wednesday,-11.0926
2022-07-07,EUR/USD,Forex,0.9603,0.9623,0.9495,0.9578,9077714,-0.2499,0.9841,1.0438,1.4367,0.0128,2022,7,Jul,3,Thursday,-11.3148
2022-07-08,EUR/USD,Forex,0.9609,0.9626,0.9555,0.9613,3429120,0.3654,0.9792,1.04,1.4204,0.0071,2022,7,Jul,3,Friday,-10.9907
2022-07-11,EUR/USD,Forex,0.9614,0.9617,0.9574,0.9612,7707971,-0.0104,0.9775,1.0365,0.5144,0.0043,2022,7,Jul,3,Monday,-11.0
2022-07-12,EUR/USD,Forex,0.952,0.9554,0.9465,0.9503,6425259,-1.134,0.9752,1.0326,0.5543,0.0089,2022,7,Jul,3,Tuesday,-12.0093
2022-07-13,EUR/USD,Forex,0.9436,0.9451,0.9386,0.9449,7129480,-0.5682,0.9728,1.0286,0.5591,0.0065,2022,7,Jul,3,Wednesday,-12.5093
2022-07-14,EUR/USD,Forex,0.9463,0.9471,0.9412,0.9449,8655708,0.0,0.9704,1.0246,0.5616,0.0059,2022,7,Jul,3,Thursday,-12.5093
2022-07-15,EUR/USD,Forex,0.9466,0.9512,0.9439,0.9455,3857500,0.0635,0.968,1.0205,0.5558,0.0073,2022,7,Jul,3,Friday,-12.4537
2022-07-18,EUR/USD,Forex,0.9401,0.945,0.9336,0.9376,5303677,-0.8355,0.965,1.0162,0.552,0.0114,2022,7,Jul,3,Monday,-13.1852
2022-07-19,EUR/USD,Forex,0.9275,0.9329,0.9263,0.929,2609401,-0.9172,0.9617,1.013,0.5684,0.0066,2022,7,Jul,3,Tuesday,-13.9815
2022-07-20,EUR/USD,Forex,0.9313,0.9348,0.9278,0.9293,2255229,0.0323,0.9587,1.0097,0.5734,0.007,2022,7,Jul,3,Wednesday,-13.9537
2022-07-21,EUR/USD,Forex,0.9193,0.9255,0.9145,0.9216,7402742,-0.8286,0.9555,1.0061,0.5849,0.011,2022,7,Jul,3,Thursday,-14.6667
2022-07-22,EUR/USD,Forex,0.9134,0.9134,0.9061,0.9124,15419151,-0.9983,0.9522,1.0024,0.593,0.0073,2022,7,Jul,3,Friday,-15.5185
2022-07-25,EUR/USD,Forex,0.911,0.9119,0.9073,0.91,12140630,-0.263,0.9492,0.9988,0.5762,0.0046,2022,7,Jul,3,Monday,-15.7407
2022-07-26,EUR/USD,Forex,0.9055,0.9092,0.9032,0.9074,5313449,-0.2857,0.9461,0.995,0.5649,0.006,2022,7,Jul,3,Tuesday,-15.9815
2022-07-27,EUR/USD,Forex,0.9029,0.9034,0.9013,0.9026,4293483,-0.529,0.9424,0.9914,0.5247,0.0021,2022,7,Jul,3,Wednesday,-16.4259
2022-07-28,EUR/USD,Forex,0.901,0.9017,0.8951,0.8989,8942303,-0.4099,0.9383,0.9878,0.4779,0.0066,2022,7,Jul,3,Thursday,-16.7685
2022-07-29,EUR/USD,Forex,0.8996,0.9019,0.8959,0.899,2800496,0.0111,0.9349,0.9843,0.4262,0.006,2022,7,Jul,3,Friday,-16.7593
2022-08-01,EUR/USD,Forex,0.8942,0.9,0.8942,0.8951,1784985,-0.4338,0.9314,0.9809,0.4233,0.0058,2022,8,Aug,3,Monday,-17.1204
2022-08-02,EUR/USD,Forex,0.8968,0.8992,0.8911,0.8956,8725053,0.0559,0.9282,0.9776,0.4286,0.0081,2022,8,Aug,3,Tuesday,-17.0741
2022-08-03,EUR/USD,Forex,0.892,0.8944,0.8906,0.8936,5402011,-0.2233,0.9249,0.9745,0.4174,0.0038,2022,8,Aug,3,Wednesday,-17.2593
2022-08-04,EUR/USD,Forex,0.8972,0.8989,0.8936,0.8945,3391140,0.1007,0.9217,0.9716,0.4294,0.0053,2022,8,Aug,3,Thursday,-17.1759
2022-08-05,EUR/USD,Forex,0.9,0.9016,0.8985,0.8993,7474845,0.5366,0.9186,0.9687,0.4456,0.0031,2022,8,Aug,3,Friday,-16.7315
2022-08-08,EUR/USD,Forex,0.9054,0.9059,0.9031,0.9038,12092181,0.5004,0.9158,0.966,0.4784,0.0028,2022,8,Aug,3,Monday,-16.3148
2022-08-09,EUR/USD,Forex,0.913,0.9161,0.9104,0.9109,3879847,0.7856,0.9138,0.9635,0.4958,0.0057,2022,8,Aug,3,Tuesday,-15.6574
2022-08-10,EUR/USD,Forex,0.913,0.9176,0.9123,0.9155,3094967,0.505,0.9123,0.9609,0.5129,0.0053,2022,8,Aug,3,Wednesday,-15.2315
2022-08-11,EUR/USD,Forex,0.9174,0.9199,0.9143,0.9168,10084658,0.142,0.9109,0.9583,0.5161,0.0056,2022,8,Aug,3,Thursday,-15.1111
2022-08-12,EUR/USD,Forex,0.9159,0.9171,0.9122,0.9145,2889149,-0.2509,0.9094,0.9556,0.5141,0.0049,2022,8,Aug,3,Friday,-15.3241
2022-08-15,EUR/USD,Forex,0.9123,0.9151,0.9121,0.9124,4744842,-0.2296,0.9081,0.953,0.4898,0.003,2022,8,Aug,3,Monday,-15.5185
2022-08-16,EUR/USD,Forex,0.9089,0.9118,0.9072,0.9077,9315804,-0.5151,0.907,0.9501,0.4635,0.0046,2022,8,Aug,3,Tuesday,-15.9537
2022-08-17,EUR/USD,Forex,0.9076,0.911,0.9064,0.9077,6032369,0.0,0.906,0.9472,0.463,0.0046,2022,8,Aug,3,Wednesday,-15.9537
2022-08-18,EUR/USD,Forex,0.9114,0.9128,0.9095,0.9116,8072438,0.4297,0.9055,0.9444,0.4464,0.0033,2022,8,Aug,3,Thursday,-15.5926
2022-08-19,EUR/USD,Forex,0.906,0.9156,0.9045,0.9077,9529577,-0.4278,0.9052,0.9413,0.3985,0.0111,2022,8,Aug,3,Friday,-15.9537
2022-08-22,EUR/USD,Forex,0.9101,0.9164,0.9069,0.9075,4158479,-0.022,0.9051,0.9396,0.3945,0.0095,2022,8,Aug,3,Monday,-15.9722
2022-08-23,EUR/USD,Forex,0.9035,0.9039,0.8975,0.9039,5607328,-0.3967,0.9049,0.9377,0.3993,0.0064,2022,8,Aug,3,Tuesday,-16.3056
2022-08-24,EUR/USD,Forex,0.9049,0.9056,0.901,0.905,4435601,0.1217,0.905,0.9359,0.3817,0.0046,2022,8,Aug,3,Wednesday,-16.2037
2022-08-25,EUR/USD,Forex,0.8999,0.903,0.8978,0.9021,3179117,-0.3204,0.9052,0.9341,0.3769,0.0052,2022,8,Aug,3,Thursday,-16.4722
2022-08-26,EUR/USD,Forex,0.8963,0.8983,0.8945,0.8981,4290435,-0.4434,0.9052,0.9322,0.3908,0.0038,2022,8,Aug,3,Friday,-16.8426
2022-08-29,EUR/USD,Forex,0.8962,0.8986,0.8931,0.8945,1387251,-0.4008,0.9051,0.9301,0.389,0.0055,2022,8,Aug,3,Monday,-17.1759
2022-08-30,EUR/USD,Forex,0.8972,0.9023,0.8959,0.8973,5095003,0.313,0.9052,0.9282,0.3952,0.0064,2022,8,Aug,3,Tuesday,-16.9167
2022-08-31,EUR/USD,Forex,0.8978,0.9017,0.8966,0.8968,3775947,-0.0557,0.9054,0.9263,0.3918,0.0051,2022,8,Aug,3,Wednesday,-16.963
2022-09-01,EUR/USD,Forex,0.8921,0.8963,0.8877,0.8945,4166668,-0.2565,0.9054,0.9245,0.396,0.0086,2022,9,Sep,3,Thursday,-17.1759
2022-09-02,EUR/USD,Forex,0.8941,0.8986,0.8909,0.896,12609866,0.1677,0.9052,0.9229,0.3779,0.0077,2022,9,Sep,3,Friday,-17.037
2022-09-05,EUR/USD,Forex,0.8926,0.8962,0.8922,0.8938,3881558,-0.2455,0.9047,0.9214,0.3604,0.004,2022,9,Sep,3,Monday,-17.2407
2022-09-06,EUR/USD,Forex,0.9018,0.9033,0.8999,0.8999,2041731,0.6825,0.9042,0.92,0.3483,0.0034,2022,9,Sep,3,Tuesday,-16.6759
2022-09-07,EUR/USD,Forex,0.893,0.8947,0.8921,0.8947,12881146,-0.5778,0.9031,0.9184,0.3399,0.0026,2022,9,Sep,3,Wednesday,-17.1574
2022-09-08,EUR/USD,Forex,0.8943,0.8965,0.8912,0.8937,1556466,-0.1118,0.902,0.9166,0.3345,0.0053,2022,9,Sep,3,Thursday,-17.25
2022-09-09,EUR/USD,Forex,0.8864,0.8883,0.8834,0.8862,5921016,-0.8392,0.9006,0.915,0.37,0.0049,2022,9,Sep,3,Friday,-17.9444
2022-09-12,EUR/USD,Forex,0.884,0.8876,0.8805,0.8844,4092771,-0.2031,0.8992,0.9134,0.3698,0.0071,2022,9,Sep,3,Monday,-18.1111
2022-09-13,EUR/USD,Forex,0.8776,0.8804,0.8745,0.8756,2546836,-0.995,0.8976,0.9117,0.4079,0.0059,2022,9,Sep,3,Tuesday,-18.9259
2022-09-14,EUR/USD,Forex,0.8785,0.881,0.8769,0.8795,5044988,0.4454,0.8961,0.9101,0.4298,0.0041,2022,9,Sep,3,Wednesday,-18.5648
2022-09-15,EUR/USD,Forex,0.8817,0.8839,0.8797,0.8836,3843800,0.4662,0.8947,0.9086,0.4325,0.0042,2022,9,Sep,3,Thursday,-18.1852
2022-09-16,EUR/USD,Forex,0.8858,0.8879,0.882,0.8878,2415025,0.4753,0.8937,0.9071,0.4493,0.0059,2022,9,Sep,3,Friday,-17.7963
2022-09-19,EUR/USD,Forex,0.8883,0.8913,0.8857,0.888,2903686,0.0225,0.8928,0.9057,0.4499,0.0056,2022,9,Sep,3,Monday,-17.7778
2022-09-20,EUR/USD,Forex,0.8842,0.8851,0.8806,0.8834,8976371,-0.518,0.8917,0.9043,0.4548,0.0045,2022,9,Sep,3,Tuesday,-18.2037
2022-09-21,EUR/USD,Forex,0.8795,0.8837,0.8788,0.8792,7997423,-0.4754,0.8905,0.903,0.4581,0.0049,2022,9,Sep,3,Wednesday,-18.5926
2022-09-22,EUR/USD,Forex,0.8896,0.8909,0.8858,0.8873,2897605,0.9213,0.8897,0.9019,0.5137,0.0051,2022,9,Sep,3,Thursday,-17.8426
2022-09-23,EUR/USD,Forex,0.8933,0.8989,0.8922,0.895,9167672,0.8678,0.8896,0.9008,0.5476,0.0067,2022,9,Sep,3,Friday,-17.1296
2022-09-26,EUR/USD,Forex,0.8949,0.8991,0.8943,0.8957,3593517,0.0782,0.8896,0.9,0.5403,0.0048,2022,9,Sep,3,Monday,-17.0648
2022-09-27,EUR/USD,Forex,0.8951,0.8958,0.8887,0.8929,2775908,-0.3126,0.8894,0.8993,0.5398,0.0071,2022,9,Sep,3,Tuesday,-17.3241
2022-09-28,EUR/USD,Forex,0.8987,0.9008,0.898,0.9003,7710842,0.8288,0.8896,0.8987,0.5723,0.0028,2022,9,Sep,3,Wednesday,-16.6389
2022-09-29,EUR/USD,Forex,0.8941,0.8975,0.8932,0.8966,9088688,-0.411,0.8897,0.8982,0.5772,0.0043,2022,9,Sep,3,Thursday,-16.9815
2022-09-30,EUR/USD,Forex,0.8987,0.9027,0.8953,0.8979,4103278,0.145,0.8898,0.8979,0.5769,0.0074,2022,9,Sep,3,Friday,-16.8611
2022-10-03,EUR/USD,Forex,0.9046,0.9063,0.9033,0.9052,6565984,0.813,0.8903,0.8978,0.6001,0.003,2022,10,Oct,4,Monday,-16.1852
2022-10-04,EUR/USD,Forex,0.9027,0.9089,0.9006,0.9007,4997035,-0.4971,0.8904,0.8977,0.5942,0.0083,2022,10,Oct,4,Tuesday,-16.6019
2022-10-05,EUR/USD,Forex,0.9044,0.9087,0.902,0.9052,8684546,0.4996,0.8909,0.8977,0.5873,0.0067,2022,10,Oct,4,Wednesday,-16.1852
2022-10-06,EUR/USD,Forex,0.9065,0.9096,0.905,0.9081,27480131,0.3204,0.8916,0.8979,0.5886,0.0046,2022,10,Oct,4,Thursday,-15.9167
2022-10-07,EUR/USD,Forex,0.909,0.9099,0.9007,0.908,5801296,-0.011,0.8927,0.8981,0.5481,0.0092,2022,10,Oct,4,Friday,-15.9259
2022-10-10,EUR/USD,Forex,0.9053,0.906,0.8996,0.9026,5932352,-0.5947,0.8936,0.8983,0.567,0.0064,2022,10,Oct,4,Monday,-16.4259
2022-10-11,EUR/USD,Forex,0.9008,0.9027,0.8954,0.8987,3210153,-0.4321,0.8948,0.8983,0.5218,0.0073,2022,10,Oct,4,Tuesday,-16.787
2022-10-12,EUR/USD,Forex,0.9022,0.9064,0.8982,0.9003,6222014,0.178,0.8958,0.8984,0.5168,0.0082,2022,10,Oct,4,Wednesday,-16.6389
2022-10-13,EUR/USD,Forex,0.938,0.9397,0.9376,0.9377,2079356,4.1542,0.8985,0.8993,1.0403,0.0021,2022,10,Oct,4,Thursday,-13.1759
2022-10-14,EUR/USD,Forex,0.9396,0.9438,0.9378,0.9385,3320437,0.0853,0.9011,0.9001,1.0405,0.006,2022,10,Oct,4,Friday,-13.1019
2022-10-17,EUR/USD,Forex,0.9403,0.9445,0.9346,0.9416,4245137,0.3303,0.9037,0.9009,1.0387,0.0099,2022,10,Oct,4,Monday,-12.8148
2022-10-18,EUR/USD,Forex,0.9496,0.9505,0.9442,0.9472,12231402,0.5947,0.9069,0.9016,1.0224,0.0063,2022,10,Oct,4,Tuesday,-12.2963
2022-10-19,EUR/USD,Forex,0.9383,0.9405,0.9379,0.9393,9142658,-0.834,0.9099,0.9021,1.0407,0.0026,2022,10,Oct,4,Wednesday,-13.0278
2022-10-20,EUR/USD,Forex,0.9493,0.9493,0.9444,0.9467,6511111,0.7878,0.9129,0.9027,1.0372,0.0049,2022,10,Oct,4,Thursday,-12.3426
2022-10-21,EUR/USD,Forex,0.9537,0.9604,0.9534,0.9564,2183555,1.0246,0.916,0.9035,1.042,0.007,2022,10,Oct,4,Friday,-11.4444
2022-10-24,EUR/USD,Forex,0.9591,0.9607,0.9548,0.9588,10138610,0.2509,0.9191,0.9044,1.0405,0.0059,2022,10,Oct,4,Monday,-11.2222
2022-10-25,EUR/USD,Forex,0.9523,0.9598,0.9505,0.9529,3982809,-0.6154,0.9221,0.9053,1.0527,0.0093,2022,10,Oct,4,Tuesday,-11.7685
2022-10-26,EUR/USD,Forex,0.9492,0.9521,0.9455,0.9511,6191725,-0.1889,0.9247,0.9062,1.0519,0.0066,2022,10,Oct,4,Wednesday,-11.9352
2022-10-27,EUR/USD,Forex,0.9527,0.9527,0.9485,0.9508,6757855,-0.0315,0.9274,0.907,1.0422,0.0042,2022,10,Oct,4,Thursday,-11.963
2022-10-28,EUR/USD,Forex,0.954,0.9552,0.9464,0.9524,10766060,0.1683,0.9301,0.9079,1.042,0.0088,2022,10,Oct,4,Friday,-11.8148
2022-10-31,EUR/USD,Forex,0.9539,0.9583,0.9511,0.9526,5526273,0.021,0.9325,0.9088,1.0366,0.0072,2022,10,Oct,4,Monday,-11.7963
2022-11-01,EUR/USD,Forex,0.954,0.9579,0.9511,0.9543,3435389,0.1785,0.9352,0.9098,1.0215,0.0068,2022,11,Nov,4,Tuesday,-11.6389
2022-11-02,EUR/USD,Forex,0.9533,0.9549,0.9485,0.9538,5571231,-0.0524,0.9376,0.9108,1.0231,0.0064,2022,11,Nov,4,Wednesday,-11.6852
2022-11-03,EUR/USD,Forex,0.9526,0.956,0.9502,0.9554,4029044,0.1678,0.94,0.9118,1.0232,0.0058,2022,11,Nov,4,Thursday,-11.537
2022-11-04,EUR/USD,Forex,0.9519,0.9552,0.9493,0.9528,5948866,-0.2721,0.9422,0.9129,1.0285,0.0059,2022,11,Nov,4,Friday,-11.7778
2022-11-07,EUR/USD,Forex,0.9527,0.9527,0.9465,0.9509,6655248,-0.1994,0.9446,0.914,1.0152,0.0062,2022,11,Nov,4,Monday,-11.9537
2022-11-08,EUR/USD,Forex,0.9457,0.9511,0.9443,0.9476,2782504,-0.347,0.9471,0.915,1.0123,0.0068,2022,11,Nov,4,Tuesday,-12.2593
2022-11-09,EUR/USD,Forex,0.9614,0.962,0.956,0.9586,5080230,1.1608,0.95,0.9163,1.0313,0.006,2022,11,Nov,4,Wednesday,-11.2407
2022-11-10,EUR/USD,Forex,0.9673,0.9673,0.9646,0.9671,4609045,0.8867,0.9514,0.9177,0.5276,0.0027,2022,11,Nov,4,Thursday,-10.4537
2022-11-11,EUR/USD,Forex,0.9688,0.9711,0.9665,0.9703,4425946,0.3309,0.953,0.9192,0.5287,0.0046,2022,11,Nov,4,Friday,-10.1574
2022-11-14,EUR/USD,Forex,0.9776,0.9804,0.977,0.9781,5053365,0.8039,0.9549,0.9209,0.5467,0.0034,2022,11,Nov,4,Monday,-9.4352
2022-11-15,EUR/USD,Forex,0.9812,0.9856,0.9802,0.9828,10571754,0.4805,0.9566,0.9226,0.5428,0.0054,2022,11,Nov,4,Tuesday,-9.0
2022-11-16,EUR/USD,Forex,0.9838,0.986,0.9819,0.9839,2521544,0.1119,0.9589,0.9244,0.4877,0.0041,2022,11,Nov,4,Wednesday,-8.8981
2022-11-17,EUR/USD,Forex,0.9753,0.9763,0.9716,0.9751,5874506,-0.8944,0.9603,0.926,0.5302,0.0047,2022,11,Nov,4,Thursday,-9.713
2022-11-18,EUR/USD,Forex,0.9757,0.9758,0.9721,0.9736,5870300,-0.1538,0.9611,0.9277,0.4919,0.0037,2022,11,Nov,4,Friday,-9.8519
2022-11-21,EUR/USD,Forex,0.9731,0.9779,0.9709,0.9717,2710742,-0.1952,0.9618,0.9295,0.4943,0.007,2022,11,Nov,4,Monday,-10.0278
2022-11-22,EUR/USD,Forex,0.9642,0.9661,0.9609,0.9652,3241618,-0.6689,0.9624,0.9313,0.4984,0.0052,2022,11,Nov,4,Tuesday,-10.6296
2022-11-23,EUR/USD,Forex,0.9557,0.9599,0.9556,0.9566,7119463,-0.891,0.9627,0.9328,0.5402,0.0043,2022,11,Nov,4,Wednesday,-11.4259
2022-11-24,EUR/USD,Forex,0.9617,0.9631,0.9543,0.9595,3064387,0.3032,0.9631,0.9343,0.5434,0.0088,2022,11,Nov,4,Thursday,-11.1574
2022-11-25,EUR/USD,Forex,0.9588,0.9634,0.9548,0.9614,4739209,0.198,0.9636,0.9358,0.5437,0.0086,2022,11,Nov,4,Friday,-10.9815
2022-11-28,EUR/USD,Forex,0.9565,0.9582,0.9519,0.9547,2937964,-0.6969,0.9637,0.9371,0.5688,0.0063,2022,11,Nov,4,Monday,-11.6019
2022-11-29,EUR/USD,Forex,0.951,0.951,0.9501,0.9505,4304139,-0.4399,0.9635,0.9385,0.576,0.0009,2022,11,Nov,4,Tuesday,-11.9907
2022-11-30,EUR/USD,Forex,0.9565,0.9611,0.9536,0.9571,3324787,0.6944,0.9636,0.94,0.5975,0.0075,2022,11,Nov,4,Wednesday,-11.3796
2022-12-01,EUR/USD,Forex,0.9549,0.9579,0.9469,0.9522,6203604,-0.512,0.9635,0.9413,0.6079,0.011,2022,12,Dec,4,Thursday,-11.8333
2022-12-02,EUR/USD,Forex,0.9543,0.9547,0.9509,0.9532,7453302,0.105,0.9635,0.9425,0.6053,0.0038,2022,12,Dec,4,Friday,-11.7407
2022-12-05,EUR/USD,Forex,0.9496,0.9523,0.9455,0.9521,2746663,-0.1154,0.9636,0.9436,0.6041,0.0068,2022,12,Dec,4,Monday,-11.8426
2022-12-06,EUR/USD,Forex,0.9567,0.9618,0.9518,0.9551,4289679,0.3151,0.9639,0.9449,0.6018,0.01,2022,12,Dec,4,Tuesday,-11.5648
2022-12-07,EUR/USD,Forex,0.9482,0.9556,0.9465,0.9502,5181561,-0.513,0.9635,0.9459,0.5522,0.0091,2022,12,Dec,4,Wednesday,-12.0185
2022-12-08,EUR/USD,Forex,0.9531,0.9576,0.9473,0.9508,5110719,0.0631,0.9627,0.9469,0.5082,0.0103,2022,12,Dec,4,Thursday,-11.963
2022-12-09,EUR/USD,Forex,0.9525,0.9536,0.9516,0.9518,4077081,0.1052,0.9618,0.948,0.501,0.002,2022,12,Dec,4,Friday,-11.8704
2022-12-12,EUR/USD,Forex,0.9529,0.9549,0.9505,0.9532,4355573,0.1471,0.9605,0.949,0.4587,0.0044,2022,12,Dec,4,Monday,-11.7407
