Date,Ticker,Sector,Open,High,Low,Close,Volume
2024-06-25,AAPL,Technology,137.6994,139.1255,135.334,138.2135,5651085.0
2024-06-26,AAPL,Technology,132.5072,133.2634,130.3065,131.5594,6008936.0
2024-06-27,AAPL,Technology,131.0002,131.6587,130.2279,131.4834,2830898.0
2024-06-28,AAPL,Technology,131.3047,131.5855,130.9352,130.9895,3180793.0
2024-07-01,AAPL,Technology,133.0776,134.478,130.3309,132.6834,7126336.0
2024-07-02,AAPL,Technology,136.2502,137.438,135.4522,137.1523,4488883.0
2024-07-03,AAPL,Technology,140.5653,141.6651,139.5127,139.9884,5741953.0
2024-07-04,AAPL,Technology,138.1126,140.5161,136.4125,139.3668,8975846.0
2024-07-05,AAPL,Technology,137.7724,137.9375,135.8985,136.6468,19934018.0
2024-07-08,AAPL,Technology,141.9627,145.8017,140.8344,143.031,2290319.0
2024-07-09,AAPL,Technology,142.571,145.1788,142.2063,143.2406,3668935.0
2024-07-10,AAPL,Technology,142.2932,145.1638,139.0839,143.3338,9468027.0
2024-07-11,AAPL,Technology,138.5958,139.4519,137.5727,139.0289,2210318.0
2024-07-12,AAPL,Technology,140.0137,141.4625,138.1515,139.5802,5922237.0
2024-07-15,AAPL,Technology,138.3416,140.449,136.1706,139.2734,7105568.0
2024-07-16,AAPL,Technology,138.3889,139.0491,137.4421,137.891,12061661.0
2024-07-17,AAPL,Technology,136.8818,136.8822,136.0239,136.5888,2096736.0
2024-07-18,AAPL,Technology,136.8508,137.295,136.0511,136.5629,4867037.0
2024-07-19,AAPL,Technology,135.4901,136.6861,134.2428,135.2817,5217821.0
2024-07-22,AAPL,Technology,132.5347,133.8358,131.4477,133.6,2304716.0
2024-07-23,AAPL,Technology,134.2415,134.5524,131.5341,133.9094,4951564.0
2024-07-24,AAPL,Technology,132.7538,134.445,130.8987,133.3484,11071313.0
2024-07-25,AAPL,Technology,136.6783,137.7196,136.0381,137.0117,14752928.0
2024-07-26,AAPL,Technology,129.8001,131.1193,127.6898,130.5286,7116936.0
2024-07-29,AAPL,Technology,131.9972,133.4362,131.5488,133.1454,4625826.0
2024-07-30,AAPL,Technology,136.8384,138.0963,134.6774,136.185,3086646.0
2024-07-31,AAPL,Technology,131.7619,133.6842,128.4936,131.1569,2773798.0
2024-08-01,AAPL,Technology,131.4208,132.0303,130.0003,130.4004,6194094.0
2024-08-02,AAPL,Technology,129.2957,129.6706,129.0842,129.5807,3905011.0
2024-08-05,AAPL,Technology,126.363,126.884,125.2355,126.3495,2808840.0
2024-08-06,AAPL,Technology,123.7677,126.5238,123.5285,124.6311,8080196.0
2024-08-07,AAPL,Technology,121.9416,122.9692,119.7936,122.1895,3843940.0
2024-08-08,AAPL,Technology,126.8044,127.0061,125.8966,126.0924,
2024-08-09,AAPL,Technology,129.316,129.4054,126.8866,128.2665,10328444.0
2024-08-12,AAPL,Technology,131.0208,133.3884,130.0363,131.2536,4173035.0
2024-08-13,AAPL,Technology,132.7519,133.6167,131.88,133.0111,14760666.0
2024-08-14,AAPL,Technology,131.2338,132.6306,128.1952,130.3611,7919195.0
2024-08-15,AAPL,Technology,129.887,130.836,129.0916,129.1824,7692578.0
2024-08-16,AAPL,Technology,130.1287,130.5352,129.2244,130.372,4011998.0
2024-08-19,AAPL,Technology,126.7559,129.8207,125.1648,127.5562,6438093.0
2024-08-20,AAPL,Technology,130.0084,131.7405,129.191,129.2443,3299604.0
2024-08-21,AAPL,Technology,129.0384,129.6078,128.0768,128.7369,5513385.0
2024-08-22,AAPL,Technology,127.0549,128.0336,126.4107,127.9199,3329002.0
2024-08-23,AAPL,Technology,128.5356,130.1166,125.5818,129.608,7032010.0
2024-08-26,AAPL,Technology,131.1016,131.25,129.0741,130.6963,4795835.0
2024-08-27,AAPL,Technology,130.9529,131.7419,129.4282,129.8994,13534128.0
2024-08-28,AAPL,Technology,132.3778,133.6556,132.2207,132.6621,3723463.0
2024-08-29,AAPL,Technology,131.0763,132.5902,129.5104,130.1337,3690495.0
2024-08-30,AAPL,Technology,132.3878,132.4793,131.2425,131.6285,9148700.0
2024-09-02,AAPL,Technology,132.7345,133.3889,131.0761,133.0864,6243475.0
2024-09-03,AAPL,Technology,133.0759,134.3882,130.585,132.3981,11974835.0
2024-09-04,AAPL,Technology,134.3265,137.0513,132.1623,133.2283,6661269.0
2024-09-05,AAPL,Technology,130.4492,131.9457,128.6393,130.2813,6596572.0
2024-09-06,AAPL,Technology,132.5561,133.3854,131.1396,132.5003,4728856.0
2024-09-09,AAPL,Technology,131.3118,133.0694,130.6968,132.1123,3801344.0
2024-09-10,AAPL,Technology,130.6551,131.0725,129.9946,130.9221,1155708.0
2024-09-11,AAPL,Technology,133.165,135.9122,132.9275,133.4466,5495851.0
2024-09-12,AAPL,Technology,131.8216,133.8332,129.5574,131.8081,5407488.0
2024-09-13,AAPL,Technology,129.5828,130.7667,126.0859,128.5192,6737146.0
2024-09-16,AAPL,Technology,123.9474,125.4808,123.7014,124.9696,4776643.0
2024-09-17,AAPL,Technology,125.5257,126.4747,123.6631,126.3827,5308121.0
2024-09-18,AAPL,Technology,123.205,124.6075,120.8642,123.5204,8901618.0
2024-09-19,AAPL,Technology,127.2667,129.0619,124.237,127.4714,4253401.0
2024-09-20,AAPL,Technology,121.6938,123.8619,121.1246,122.7454,10746020.0
2024-09-23,AAPL,Technology,126.1222,127.3,124.5348,126.5427,3767356.0
2024-09-24,AAPL,Technology,126.1521,127.6415,125.5399,127.074,6457147.0
2024-09-25,AAPL,Technology,126.8467,129.1138,125.8216,126.9036,2594377.0
2024-09-26,AAPL,Technology,126.3487,126.3999,125.6517,125.7096,3890531.0
2024-09-27,AAPL,Technology,126.4571,128.2276,125.7761,126.6631,8571037.0
2024-09-30,AAPL,Technology,127.1541,129.1053,124.6362,126.6279,6214112.0
2024-10-01,AAPL,Technology,130.0454,130.5982,129.0076,129.1933,4163337.0
2024-10-02,AAPL,Technology,128.6714,131.002,126.0875,129.5106,6428944.0
2024-10-03,AAPL,Technology,131.0739,133.9891,129.447,129.9128,3304348.0
2024-10-04,AAPL,Technology,128.8728,129.7906,127.5087,129.1145,4528854.0
2024-10-07,AAPL,Technology,128.8443,131.4353,127.5172,129.0338,2102581.0
2024-10-08,AAPL,Technology,129.9769,130.0978,128.3529,129.8003,14258591.0
2024-10-09,AAPL,Technology,125.1999,127.6626,123.8353,125.8566,3659727.0
2024-10-10,AAPL,Technology,122.994,123.9664,121.6615,122.8527,9951130.0
2024-10-11,AAPL,Technology,125.0724,125.4234,124.2517,124.5455,16948682.0
2024-10-14,AAPL,Technology,124.1532,125.5761,122.3896,124.9784,5946441.0
2024-10-15,AAPL,Technology,124.1394,127.4313,124.1374,124.6145,4461539.0
2024-10-16,AAPL,Technology,124.2245,125.4246,124.0863,124.7057,4725029.0
2024-10-17,AAPL,Technology,124.6125,127.0036,123.6492,125.5358,14435955.0
2024-10-18,AAPL,Technology,124.1589,125.439,124.1011,124.3663,5606772.0
2024-10-21,AAPL,Technology,123.5364,124.7225,121.2903,122.6737,6081632.0
2024-10-22,AAPL,Technology,122.9994,123.5108,122.7843,123.1553,2649596.0
2024-10-23,AAPL,Technology,120.532,121.3483,119.8464,121.0357,3437794.0
2024-10-24,AAPL,Technology,121.5485,124.306,120.087,121.9735,13060882.0
2024-10-25,AAPL,Technology,117.3934,119.5861,115.8081,118.2843,5240935.0
2024-10-28,AAPL,Technology,120.0526,121.8673,119.6228,120.5228,8530326.0
2024-10-29,AAPL,Technology,122.5434,123.2045,121.4787,121.5962,8241212.0
2024-10-30,AAPL,Technology,122.3473,123.7323,120.9443,122.2053,3073289.0
2024-10-31,AAPL,Technology,125.2662,126.3939,124.106,124.4158,6264404.0
2024-11-01,AAPL,Technology,127.5507,130.5603,127.5499,128.1953,7392773.0
2024-11-04,AAPL,Technology,131.1984,132.128,129.6391,130.5873,2144908.0
2024-11-05,AAPL,Technology,125.6523,126.3511,125.5257,126.3124,4571728.0
2024-11-06,AAPL,Technology,130.4277,130.89,128.8815,,8470961.0
2024-11-07,AAPL,Technology,129.4376,130.5764,128.0334,128.3617,9086768.0
2024-11-08,AAPL,Technology,128.6469,129.6814,128.4477,128.4733,2408430.0
2024-11-11,AAPL,Technology,129.2833,131.9375,128.1766,129.7218,3294572.0
2024-11-12,AAPL,Technology,127.8608,128.9598,126.9003,128.0791,3633874.0
2024-11-13,AAPL,Technology,129.2167,129.4897,127.6998,128.5609,6173160.0
2024-11-14,AAPL,Technology,127.6547,127.9593,125.1423,126.8643,2803724.0
2024-11-15,AAPL,Technology,124.53,126.6369,124.4904,125.5186,3333215.0
2024-11-18,AAPL,Technology,123.0711,124.2982,121.9751,122.3907,7156919.0
2024-11-19,AAPL,Technology,121.1832,121.6253,119.8089,120.4057,6245272.0
2024-11-20,AAPL,Technology,118.4658,119.3391,116.3245,117.5244,9247239.0
2024-11-21,AAPL,Technology,115.5082,115.675,113.2069,115.507,4176269.0
2024-11-22,AAPL,Technology,118.3848,119.1563,117.6073,117.7439,5928462.0
2024-11-25,AAPL,Technology,116.1171,116.8792,115.1636,115.7788,4656968.0
2024-11-26,AAPL,Technology,122.0939,122.4637,120.8722,121.3111,3484958.0
2024-11-27,AAPL,Technology,122.9701,124.2296,121.533,122.4368,4840865.0
2024-11-28,AAPL,Technology,121.9057,122.9737,121.6804,122.8931,
2024-11-29,AAPL,Technology,121.8041,123.0238,120.6148,121.0435,5467302.0
2024-12-02,AAPL,Technology,121.9318,123.9743,121.8312,122.6178,12338263.0
2024-12-03,AAPL,Technology,121.6242,123.0177,121.2306,121.3963,6528110.0
2024-12-04,AAPL,Technology,120.847,122.631,120.3288,121.7115,7989287.0
2024-12-05,AAPL,Technology,127.8205,128.8203,127.0076,127.3688,3756790.0
2024-12-06,AAPL,Technology,126.9884,127.5803,126.9051,127.1995,5490864.0
2024-12-09,AAPL,Technology,130.1889,131.26,128.9035,129.8818,4661094.0
2024-12-10,AAPL,Technology,128.926,129.2812,127.1091,128.2898,4297172.0
2024-12-11,AAPL,Technology,127.1307,128.7498,127.0852,128.2603,2438743.0
2024-12-12,AAPL,Technology,132.0283,133.9678,128.7844,132.3998,8010158.0
2024-12-13,AAPL,Technology,131.8542,135.6766,128.2384,130.9586,4566346.0
2024-12-16,AAPL,Technology,135.6807,135.8101,133.392,135.2834,11969641.0
2024-12-17,AAPL,Technology,136.869,137.8283,136.1502,137.061,6410098.0
2024-12-18,AAPL,Technology,135.5302,137.0349,133.508,135.7281,4334845.0
2024-12-19,AAPL,Technology,137.9507,140.4454,137.1482,137.3275,7433715.0
2024-12-20,AAPL,Technology,139.3965,139.94,137.6237,139.7864,4076015.0
2024-12-23,AAPL,Technology,140.1348,142.3165,139.4714,141.4069,5872480.0
2024-12-24,AAPL,Technology,137.2949,137.6747,137.2529,137.4668,2969857.0
2024-12-25,AAPL,Technology,135.3532,137.4679,133.5525,135.7225,3730245.0
2024-12-26,AAPL,Technology,134.0422,135.5725,133.9126,135.1721,3985017.0
2024-12-27,AAPL,Technology,135.7802,136.6215,132.652,135.0451,5265399.0
2024-12-30,AAPL,Technology,137.4966,140.0073,136.3467,136.6078,10607327.0
2024-12-31,AAPL,Technology,138.3058,138.7032,137.0857,137.0994,3329861.0
2022-01-03,MSFT,Technology,281.1743,281.4704,279.743,280.0,3209933.0
2022-01-04,MSFT,Technology,281.8632,285.7617,280.931,283.8283,4454448.0
2022-01-05,MSFT,Technology,285.6027,287.7892,283.0052,284.9954,10322899.0
2022-01-06,MSFT,Technology,283.6032,288.4723,282.3765,285.2183,6938876.0
2022-01-07,MSFT,Technology,281.5942,285.2549,277.2964,280.9098,4425120.0
2022-01-10,MSFT,Technology,288.3764,289.3733,284.9523,286.9089,2704308.0
2022-01-11,MSFT,Technology,292.2642,292.278,288.1109,290.1037,4104982.0
2022-01-12,MSFT,Technology,289.8799,290.6155,286.3097,287.6823,4305300.0
2022-01-13,MSFT,Technology,291.3693,293.4875,288.6431,292.4375,4403440.0
2022-01-14,MSFT,Technology,292.4912,294.0305,287.5226,290.2556,12424991.0
2022-01-17,MSFT,Technology,285.239,287.546,284.8441,286.769,7186484.0
2022-01-18,MSFT,Technology,283.4119,283.7365,282.985,283.4266,9079275.0
2022-01-19,MSFT,Technology,276.4564,278.1528,274.3304,275.5369,9889552.0
2022-01-20,MSFT,Technology,275.8456,280.8172,274.6329,277.7535,1688181.0
2022-01-21,MSFT,Technology,271.8964,274.7998,269.5207,269.7546,9942613.0
2022-01-24,MSFT,Technology,264.9914,265.6584,264.1303,264.5875,7989887.0
2022-01-25,MSFT,Technology,256.3601,258.743,252.1828,255.933,3465321.0
2022-01-26,MSFT,Technology,256.6742,258.0444,255.5697,255.7085,1821161.0
2022-01-27,MSFT,Technology,253.8432,255.7637,251.7268,255.2213,3771966.0
2022-01-28,MSFT,Technology,252.0178,254.8587,251.9042,254.0149,4282825.0
2022-01-31,MSFT,Technology,249.7262,250.3836,249.7087,249.9046,11436558.0
2022-02-01,MSFT,Technology,245.1174,246.4939,243.3758,245.3424,7354673.0
2022-02-02,MSFT,Technology,248.5269,251.2096,246.4677,247.2879,6885306.0
2022-02-03,MSFT,Technology,246.5278,249.1094,242.2023,245.2333,3818224.0
2022-02-04,MSFT,Technology,248.0452,249.224,242.7537,246.5972,2425340.0
2022-02-07,MSFT,Technology,243.7211,243.8363,239.3023,243.2277,1213216.0
2022-02-08,MSFT,Technology,244.3111,247.725,243.291,244.0539,4449010.0
2022-02-09,MSFT,Technology,248.038,254.5259,244.814,249.2651,4458207.0
2022-02-10,MSFT,Technology,253.3983,254.1376,251.4584,251.7275,15138031.0
2022-02-11,MSFT,Technology,250.3642,251.4785,249.5612,250.1923,3123413.0
2022-02-14,MSFT,Technology,249.7349,253.1777,245.498,251.347,3538651.0
2022-02-15,MSFT,Technology,249.1603,251.8827,247.7206,250.5048,4620784.0
2022-02-16,MSFT,Technology,251.5055,252.6258,245.4033,250.6616,2696662.0
2022-02-17,MSFT,Technology,249.8236,251.7347,248.5225,249.4811,2950232.0
2022-02-18,MSFT,Technology,247.9359,250.8045,246.4783,248.9498,8378897.0
2022-02-21,MSFT,Technology,251.4885,254.6153,249.4567,249.9191,3748021.0
2022-02-22,MSFT,Technology,245.0809,247.8388,242.856,246.0719,3568932.0
2022-02-23,MSFT,Technology,241.3477,243.6366,238.5507,242.1953,3927421.0
2022-02-24,MSFT,Technology,225.5013,229.5592,223.2337,227.2478,4316257.0
2022-02-25,MSFT,Technology,220.3365,222.0229,219.4323,221.5429,9447243.0
2022-02-28,MSFT,Technology,215.7561,219.9399,214.0879,217.3388,9507971.0
2022-03-01,MSFT,Technology,219.0865,220.1775,216.995,218.002,4688478.0
2022-03-02,MSFT,Technology,214.6751,215.1557,211.9983,214.9969,6388360.0
2022-03-03,MSFT,Technology,215.8334,217.8214,215.1227,216.8712,5977033.0
2022-03-04,MSFT,Technology,216.3677,217.3197,214.3224,217.1001,12755851.0
2022-03-07,MSFT,Technology,208.745,212.0169,207.5285,210.3709,5287457.0
2022-03-08,MSFT,Technology,213.2453,216.7044,209.0866,212.6806,3368595.0
2022-03-09,MSFT,Technology,216.1821,216.1854,212.7997,215.546,5048594.0
2022-03-10,MSFT,Technology,212.1763,212.9168,210.5432,212.2262,5348368.0
2022-03-11,MSFT,Technology,214.146,214.3487,212.4067,213.7592,5085747.0
2022-03-14,MSFT,Technology,211.3648,212.6613,209.883,210.9367,1061414.0
2022-03-15,MSFT,Technology,212.229,212.4466,211.1374,211.3718,2904829.0
2022-03-16,MSFT,Technology,207.3543,207.628,205.831,207.201,6697802.0
2022-03-17,MSFT,Technology,200.1645,201.9565,199.3031,201.3601,5794583.0
2022-03-18,MSFT,Technology,200.6219,202.5189,199.2824,200.2274,6958675.0
2022-03-21,MSFT,Technology,199.0856,201.9541,198.0109,199.9311,6058964.0
2022-03-22,MSFT,Technology,197.5722,199.1743,195.9452,198.759,4524225.0
2022-03-23,MSFT,Technology,194.0343,196.6992,192.4277,195.093,7446833.0
2022-03-24,MSFT,Technology,192.719,196.0534,192.6778,193.9422,5057471.0
2022-03-25,MSFT,Technology,196.2788,197.4286,191.2575,194.8748,7394620.0
2022-03-28,MSFT,Technology,195.9178,201.0224,193.5574,194.8323,9150229.0
2022-03-29,MSFT,Technology,196.5369,196.5898,192.8544,195.4986,3065430.0
2022-03-30,MSFT,Technology,193.4753,195.8305,192.8272,193.5003,4835538.0
2022-03-31,MSFT,Technology,196.701,199.5198,196.2819,197.2247,4093902.0
2022-04-01,MSFT,Technology,195.0035,196.3735,192.8054,193.6118,1941548.0
2022-04-04,MSFT,Technology,193.767,195.8213,193.0077,195.2189,1886554.0
2022-04-05,MSFT,Technology,199.1728,200.3683,195.7541,199.0082,4758049.0
2022-04-06,MSFT,Technology,199.8628,201.2433,199.4411,200.639,2251261.0
2022-04-07,MSFT,Technology,200.92,201.98,198.6,200.0891,4859656.0
2022-04-08,MSFT,Technology,199.374,199.9081,197.2966,198.4979,1920158.0
2022-04-11,MSFT,Technology,200.9347,202.4613,200.2647,201.8877,4215000.0
2022-04-12,MSFT,Technology,198.0954,199.4649,196.4011,197.3921,4347861.0
2022-04-13,MSFT,Technology,193.2655,194.4717,191.1991,194.4269,7025494.0
2022-04-14,MSFT,Technology,193.426,193.7335,191.8594,193.2874,2956855.0
2022-04-15,MSFT,Technology,197.713,198.3099,196.9823,197.2116,5127950.0
2022-04-18,MSFT,Technology,197.8735,200.8744,197.1295,198.5085,3421418.0
2022-04-19,MSFT,Technology,195.1451,195.9207,192.6403,195.5331,4527616.0
2022-04-20,MSFT,Technology,196.0093,197.3827,192.8437,194.6601,6520334.0
2022-04-21,MSFT,Technology,192.7403,194.0974,192.2976,192.8441,5797529.0
2022-04-22,MSFT,Technology,189.7375,191.3501,185.7321,190.7504,17884649.0
2022-04-25,MSFT,Technology,194.2213,194.3923,192.877,193.8334,3637094.0
2022-04-26,MSFT,Technology,188.3496,189.7625,187.0283,189.6761,8035301.0
2022-04-27,MSFT,Technology,193.5198,195.0831,193.1013,194.6533,2962902.0
2022-04-28,MSFT,Technology,196.9269,198.6386,196.8071,197.3301,2153520.0
2022-04-29,MSFT,Technology,200.5753,201.7314,200.3328,200.8729,5112772.0
2022-05-02,MSFT,Technology,199.5717,201.5778,197.4993,199.4855,5617417.0
2022-05-03,MSFT,Technology,198.1436,200.4903,195.4622,199.1066,4270950.0
2022-05-04,MSFT,Technology,196.1046,196.4755,193.5796,194.6406,8112052.0
2022-05-05,MSFT,Technology,191.9782,193.7916,190.744,193.104,9138507.0
2022-05-06,MSFT,Technology,196.0888,197.0378,193.3979,194.7258,6341534.0
2022-05-09,MSFT,Technology,198.0448,199.5368,197.2494,198.8611,5528659.0
2022-05-10,MSFT,Technology,185.2055,186.1221,184.8679,185.4948,6871770.0
2022-05-11,MSFT,Technology,183.2936,185.998,180.8033,184.5028,4987254.0
2022-05-12,MSFT,Technology,183.0385,185.1169,180.551,184.1484,2855977.0
2022-05-13,MSFT,Technology,180.9143,181.5368,179.5834,180.1279,2512129.0
2022-05-16,MSFT,Technology,180.9076,184.0334,179.9696,181.9223,7953091.0
2022-05-17,MSFT,Technology,179.0146,181.0744,178.6196,179.9059,3194315.0
2022-05-18,MSFT,Technology,180.8285,181.2641,178.6895,179.4334,9699515.0
2022-05-19,MSFT,Technology,178.4496,178.6103,177.0043,178.2256,4049927.0
2022-05-20,MSFT,Technology,177.0305,178.6236,174.1608,176.0638,9543025.0
2022-05-23,MSFT,Technology,177.1658,177.3037,174.8653,176.132,7706471.0
2022-05-24,MSFT,Technology,175.9123,177.0502,174.9839,175.6125,3891601.0
2022-05-25,MSFT,Technology,175.2705,175.3753,173.4572,,3889885.0
2022-05-26,MSFT,Technology,171.3754,174.0988,169.8603,172.7071,1671649.0
2022-05-27,MSFT,Technology,174.0087,175.3558,173.0215,173.6764,4161098.0
2022-05-30,MSFT,Technology,179.3615,179.7545,178.3538,178.3583,9248238.0
2022-05-31,MSFT,Technology,180.2243,180.6401,177.9967,178.8467,2492069.0
2022-06-01,MSFT,Technology,183.0325,184.8989,181.6661,181.7866,3474157.0
2022-06-02,MSFT,Technology,178.0924,179.8837,176.7142,177.8339,8342192.0
2022-06-03,MSFT,Technology,177.5011,178.9474,177.1583,178.3717,9355873.0
2022-06-06,MSFT,Technology,176.0645,177.351,174.3895,175.329,8489484.0
2022-06-07,MSFT,Technology,171.0875,171.545,171.0169,171.2735,6430055.0
2022-06-08,MSFT,Technology,168.3652,170.0416,168.1918,169.333,7461978.0
2022-06-09,MSFT,Technology,173.7001,174.2418,171.7413,172.6469,4444121.0
2022-06-10,MSFT,Technology,175.9876,177.4379,174.3913,175.3575,3476282.0
2022-06-13,MSFT,Technology,166.3419,170.0905,164.2695,165.6056,1762069.0
2022-06-14,MSFT,Technology,161.307,162.1949,158.4044,161.6272,3873229.0
2022-06-15,MSFT,Technology,161.263,162.7342,159.6555,161.2004,7791066.0
2022-06-16,MSFT,Technology,161.4823,162.247,161.118,162.0592,12659428.0
2022-06-17,MSFT,Technology,161.3708,163.8581,161.1203,162.5953,16535221.0
2022-06-20,MSFT,Technology,157.9955,158.8402,157.5963,157.88,3224282.0
2022-06-21,MSFT,Technology,154.5955,158.7052,153.7093,155.7099,23709907.0
2022-06-22,MSFT,Technology,154.9885,156.5082,154.3392,155.6281,4587213.0
2022-06-23,MSFT,Technology,156.5043,158.75,155.5836,157.0413,2644076.0
2022-06-24,MSFT,Technology,151.9679,152.3455,150.1126,151.6017,4585256.0
2022-06-27,MSFT,Technology,152.4461,152.8415,149.3499,151.2843,7215358.0
2022-06-28,MSFT,Technology,150.5104,152.3803,150.4838,151.7062,7411991.0
2022-06-29,MSFT,Technology,154.9973,155.1567,151.2538,153.8443,13881081.0
2022-06-30,MSFT,Technology,156.7348,157.3251,155.3911,155.6267,2253435.0
2022-07-01,MSFT,Technology,157.0792,157.4195,154.2163,157.1551,2697112.0
2022-07-04,MSFT,Technology,154.8665,155.2396,153.2993,155.2222,6391512.0
2022-07-05,MSFT,Technology,150.1719,151.752,149.2914,150.5612,6544698.0
2022-07-06,MSFT,Technology,150.8102,151.0886,148.6101,149.6896,3954345.0
2022-07-07,MSFT,Technology,151.5466,152.1998,148.8867,152.1634,3546922.0
2022-07-08,MSFT,Technology,155.7746,156.8625,154.4335,155.632,3281960.0
2022-07-11,MSFT,Technology,157.2617,157.6465,156.2185,157.4792,8541854.0
2022-07-12,MSFT,Technology,159.8851,159.9037,156.3534,158.6397,3587070.0
2022-07-13,MSFT,Technology,160.5947,163.0298,158.7513,159.6827,5959702.0
2022-07-14,MSFT,Technology,157.5905,158.7543,156.6525,158.3417,5334359.0
2022-07-15,MSFT,Technology,159.2061,161.7174,157.9162,158.0913,4045045.0
2022-07-18,MSFT,Technology,163.3187,164.9691,161.822,162.3922,1931705.0
2022-07-19,MSFT,Technology,161.088,162.6881,159.9842,160.0244,11169949.0
2022-07-20,MSFT,Technology,165.5222,166.4326,164.1673,164.2389,4018200.0
2022-07-21,MSFT,Technology,162.5774,165.601,161.7802,163.4748,2297337.0
2022-07-22,MSFT,Technology,167.6151,169.6778,166.9092,167.0233,11948741.0
2022-07-25,MSFT,Technology,162.3404,166.032,162.23,163.3473,2929438.0
2022-07-26,MSFT,Technology,164.3502,165.0743,163.7905,164.9602,6394227.0
2022-07-27,MSFT,Technology,163.0569,163.1518,162.9466,163.0981,3499589.0
2022-07-28,MSFT,Technology,160.3568,161.1568,159.1329,159.4864,6268078.0
2022-07-29,MSFT,Technology,159.8823,161.6728,159.7348,160.1238,4205857.0
2022-08-01,MSFT,Technology,162.1786,163.1979,162.0096,162.7901,7482901.0
2022-08-02,MSFT,Technology,159.5277,161.4426,158.542,160.6708,5173109.0
2022-08-03,MSFT,Technology,157.9871,158.8734,155.4029,156.8975,6366821.0
2022-08-04,MSFT,Technology,157.9215,159.2522,156.2435,156.7454,5530423.0
2022-08-05,MSFT,Technology,156.6474,156.7419,155.3204,156.6045,5656461.0
2022-08-08,MSFT,Technology,158.0124,159.3152,157.962,158.0567,2477668.0
2022-08-09,MSFT,Technology,161.6943,163.2787,158.0989,160.5372,7271371.0
2022-08-10,MSFT,Technology,159.9486,162.4538,158.1763,160.4648,4020314.0
2022-08-11,MSFT,Technology,166.5416,166.9716,164.0696,165.309,3612066.0
2022-08-12,MSFT,Technology,164.8695,166.7952,164.506,165.9847,4964451.0
2022-08-15,MSFT,Technology,164.0505,165.9252,163.1694,165.1477,4224534.0
2022-08-16,MSFT,Technology,161.7004,161.878,160.4663,160.9719,6272849.0
2022-08-17,MSFT,Technology,160.3976,161.1452,159.7977,160.3759,4003237.0
2022-08-18,MSFT,Technology,158.857,160.3054,158.124,159.5929,6538088.0
2022-08-19,MSFT,Technology,161.0007,162.6759,159.6285,162.1248,5502782.0
2022-08-22,MSFT,Technology,164.4556,166.0224,163.2431,163.4056,4498508.0
2022-08-23,MSFT,Technology,160.8384,160.9694,159.1335,160.4038,2713800.0
2022-08-24,MSFT,Technology,161.7113,162.2517,159.807,160.9261,4972905.0
2022-08-25,MSFT,Technology,162.8896,164.4098,162.7237,162.7356,1904103.0
2022-08-26,MSFT,Technology,166.8539,167.7537,166.673,166.7957,5040224.0
2022-08-29,MSFT,Technology,169.9544,171.1478,167.3463,169.2476,3044741.0
2022-08-30,MSFT,Technology,171.6035,172.3627,170.824,171.3925,3039979.0
2022-08-31,MSFT,Technology,172.1841,175.0133,170.1449,171.643,10873603.0
2022-09-01,MSFT,Technology,171.4291,175.5532,171.1268,172.7952,3999933.0
2022-09-02,MSFT,Technology,177.5213,178.6321,174.3692,176.3362,8209672.0
2022-09-05,MSFT,Technology,173.8849,174.1322,172.1544,172.6641,5564139.0
2022-09-06,MSFT,Technology,172.25,173.352,168.4112,171.785,4461227.0
2022-09-07,MSFT,Technology,169.2088,171.7014,167.8108,169.7475,4224877.0
2022-09-08,MSFT,Technology,171.5428,172.3437,170.3854,170.8621,
2022-09-09,MSFT,Technology,174.5383,174.7552,170.9894,174.3107,7561397.0
2022-09-12,MSFT,Technology,172.3627,172.8784,170.4444,172.7329,7182267.0
2022-09-13,MSFT,Technology,165.7035,166.2945,165.2243,166.2131,6433906.0
2022-09-14,MSFT,Technology,164.5334,166.3159,163.6844,165.2,5077462.0
2022-09-15,MSFT,Technology,168.302,171.4272,167.3954,167.6971,3142572.0
2022-09-16,MSFT,Technology,169.1831,171.0115,168.9538,169.2235,6242043.0
2022-09-19,MSFT,Technology,170.9935,171.6389,168.0023,170.4674,6439924.0
2022-09-20,MSFT,Technology,169.55,170.3304,168.369,169.789,15114177.0
2022-09-21,MSFT,Technology,165.9679,166.9206,165.7284,166.3992,7601557.0
2022-09-22,MSFT,Technology,166.7409,169.978,166.3251,167.8544,4933567.0
2022-09-23,MSFT,Technology,166.7442,168.6747,164.9026,165.6977,2293420.0
2022-09-26,MSFT,Technology,172.6651,173.0904,170.6635,171.5709,4091780.0
2022-09-27,MSFT,Technology,172.3313,174.3533,171.6845,173.2228,2382012.0
2022-09-28,MSFT,Technology,171.0166,172.8203,170.466,171.7001,6789886.0
2022-09-29,MSFT,Technology,169.9481,172.4548,168.2436,170.1064,3386944.0
2022-09-30,MSFT,Technology,171.0084,172.0485,168.3486,169.9385,3597477.0
2022-10-03,MSFT,Technology,168.3704,169.9988,166.8906,169.3722,3801840.0
2022-10-04,MSFT,Technology,171.7835,172.9816,170.4476,172.4835,5989038.0
2022-10-05,MSFT,Technology,173.1606,175.3915,171.423,173.0842,7091506.0
2022-10-06,MSFT,Technology,172.1424,173.6665,169.6479,171.1446,6782545.0
2022-10-07,MSFT,Technology,175.2008,179.3417,174.2961,176.4068,6951552.0
